"X","Y"
515,1510.7916119164
516,1510.79404639366
517,1510.79029052798
518,1510.79240348042
519,1510.7933484799
520,1510.79239786719
521,1510.79158784579
522,1510.78965814025
523,1510.7944816001
524,1510.78996458562
525,1510.78963011899
526,1510.79196320436
527,1510.79189769835
528,1510.79265382768
529,1510.79482126799
530,1510.79275256298
531,1510.7928348872
532,1510.79288283873
533,1510.79336998083
534,1510.79168320445
535,1510.79054665391
536,1510.78998292732
537,1510.79114880893
538,1510.79248433607
539,1510.79072052941
540,1510.78952342953
541,1510.79381729552
542,1510.78771063656
543,1510.79179769802
544,1510.79478580798
545,1510.7954130269
546,1510.79576394297
547,1510.79385524565
548,1510.79149982119
549,1510.79592645834
550,1510.79477802807
551,1510.79205722521
552,1510.79170543629
553,1510.79278298041
554,1510.79304718905
555,1510.79251969835
556,1510.79375510368
557,1510.79064548368
558,1510.79352125204
559,1510.79332879543
560,1510.79128748579
561,1510.79247164509
562,1510.79400504983
563,1510.7941277854
564,1510.7935384594
565,1510.79061203457
566,1510.79276903588
567,1510.78996973641
568,1510.79374293148
569,1510.79221831101
570,1510.79264980778
571,1510.79076545193
572,1510.79090871644
573,1510.79050870542
574,1510.79292501322
575,1510.7938678641
576,1510.79298018954
577,1510.79422579903
578,1510.79553666752
579,1510.79038242677
580,1510.79149504483
581,1510.79057613987
582,1510.79155609785
583,1510.79622316449
584,1510.79272338054
585,1510.79183773389
586,1510.79144420615
587,1510.79373190084
588,1510.79153840652
589,1510.79077596655
590,1510.7896533329
591,1510.78974186633
592,1510.79329818674
593,1510.79515277894
594,1510.79351219641
595,1510.79251095138
596,1510.79178496645
597,1510.79114336224
598,1510.79260868978
599,1510.7920021746
600,1510.79095060402
601,1510.79273821835
602,1510.79146380401
603,1510.79024910323
604,1510.79347946762
605,1510.7894720817
606,1510.79522011694
607,1510.79180020953
608,1510.78919148553
609,1510.78861654935
610,1510.79164663706
611,1510.78922307627
612,1510.79324749439
613,1510.7899363865
614,1510.79201523558
615,1510.7915129859
616,1510.79410710324
617,1510.79525809217
618,1510.79260767891
619,1510.78530020385
620,1510.79248991871
621,1510.78933843309
622,1510.79155433637
623,1510.79338262777
624,1510.79030343566
625,1510.79508069151
626,1510.79308044532
627,1510.78984167907
628,1510.79341007786
629,1510.79651374972
630,1510.78891697577
631,1510.79092700502
632,1510.79103718967
633,1510.7923876094
634,1510.79107282326
635,1510.7891463404
636,1510.79737018524
637,1510.79224149308
638,1510.79393120576
639,1510.79394071632
640,1510.79494691857
641,1510.7956561988
642,1510.79458747694
643,1510.79572068065
644,1510.7916847464
645,1510.78977069805
646,1510.79377353363
647,1510.79417251973
648,1510.79306585915
649,1510.79368698845
650,1510.79123972107
651,1510.79218712181
652,1510.79605614148
653,1510.79587425246
654,1510.79431145139
655,1510.79105970692
656,1510.79342329894
657,1510.79430915155
658,1510.79253909149
659,1510.78955759098
660,1510.79296452116
661,1510.79586078134
662,1510.79753524487
663,1510.78938537584
664,1510.79372402415
665,1510.7971054618
666,1510.79625143547
667,1510.79524164882
668,1510.79310392235
669,1510.79571586612
670,1510.79223809814
671,1510.7934387446
672,1510.79831413354
673,1510.79348939845
674,1510.79852065851
675,1510.79252559522
676,1510.79325565749
677,1510.79622114101
678,1510.7967525652
679,1510.79489913686
680,1510.79419590631
681,1510.79492224343
682,1510.79826084134
683,1510.79421215015
684,1510.7949806975
685,1510.79481941077
686,1510.79549101606
687,1510.7928055051
688,1510.79569285155
689,1510.79397038469
690,1510.79550641666
691,1510.79562606463
692,1510.79514424471
693,1510.79564372961
694,1510.798769406
695,1510.7967159386
696,1510.79581588306
697,1510.79559911583
698,1510.79843826649
699,1510.79798978928
700,1510.79447491124
701,1510.7977350257
702,1510.79456329166
703,1510.7928730095
704,1510.79852495561
705,1510.79523702928
706,1510.79721391964
707,1510.79639068471
708,1510.80064822709
709,1510.79695745386
710,1510.79384411926
711,1510.79788158555
712,1510.79958546402
713,1510.79494453423
714,1510.79699769082
715,1510.79883751788
716,1510.80032448093
717,1510.80221347968
718,1510.79721125385
719,1510.79918422742
720,1510.79665564327
721,1510.7975655348
722,1510.79811913433
723,1510.79508101399
724,1510.7988317312
725,1510.79767852271
726,1510.79679159651
727,1510.79759728065
728,1510.79602123406
729,1510.79760782771
730,1510.79876642401
731,1510.80186062139
732,1510.79895347848
733,1510.79807550209
734,1510.7950488009
735,1510.79950439404
736,1510.79867957546
737,1510.80031931372
738,1510.80042840583
739,1510.80142952432
740,1510.79920261901
741,1510.80096331001
742,1510.79979448967
743,1510.80206938259
744,1510.80062211313
745,1510.80490699657
746,1510.79829577102
747,1510.79977917978
748,1510.80298888431
749,1510.79983181606
750,1510.79674207378
751,1510.80369875789
752,1510.80068164472
753,1510.79988957479
754,1510.79995024727
755,1510.80141150413
756,1510.80402714341
757,1510.80166365009
758,1510.80283126091
759,1510.80169834938
760,1510.80056349747
761,1510.80194533904
762,1510.79865399894
763,1510.798133948
764,1510.80144775636
765,1510.80001377067
766,1510.80044637343
767,1510.80186989343
768,1510.7989693962
769,1510.80512724844
770,1510.80431324357
771,1510.80235820388
772,1510.80463985679
773,1510.80120471658
774,1510.80347783765
775,1510.80411305911
776,1510.80329038821
777,1510.8014090699
778,1510.80227793721
779,1510.79921985329
780,1510.80593945309
781,1510.80546804414
782,1510.80624346834
783,1510.80564675726
784,1510.80475641509
785,1510.80739410099
786,1510.804299523
787,1510.80192423977
788,1510.80616736965
789,1510.80718567295
790,1510.80380489088
791,1510.80871639274
792,1510.80592336132
793,1510.80577269468
794,1510.8052235889
795,1510.80363782384
796,1510.80569627346
797,1510.80839202179
798,1510.80697454481
799,1510.80703769934
800,1510.80494019037
801,1510.81007418721
802,1510.80956323438
803,1510.80607135242
804,1510.80533642545
805,1510.80583106154
806,1510.80701073391
807,1510.80496542634
808,1510.80713998057
809,1510.80814862939
810,1510.80899606757
811,1510.80652545223
812,1510.80673535291
813,1510.8080643905
814,1510.81024879062
815,1510.80585269307
816,1510.81107437431
817,1510.80749425361
818,1510.8080458208
819,1510.80775201296
820,1510.80622674897
821,1510.80693780021
822,1510.80629159274
823,1510.80772654584
824,1510.80743729221
825,1510.80920324799
826,1510.81146046117
827,1510.80730131379
828,1510.80636577144
829,1510.80748616071
830,1510.80745693611
831,1510.81267406674
832,1510.8081052247
833,1510.80899689938
834,1510.80613972364
835,1510.81294356284
836,1510.80792913145
837,1510.80838934254
838,1510.81036393292
839,1510.80854575061
840,1510.8089679436
841,1510.81083804543
842,1510.80817576636
843,1510.80662659791
844,1510.81189245437
845,1510.81005071005
846,1510.81016771259
847,1510.81073171269
848,1510.81197035722
849,1510.80686346242
850,1510.81034325845
851,1510.80987791156
